BG_ID,BG_Name,Story,Job,Characteristics
,Haunted One,To be written by player,Gladiator,Brawler
,Far Traveler,To be written by player,Transporter,Aggression
,Noble,To be written by player,Dilettante,Detached
,Entertainer,To be written by player,Squire,Focused
,Hermit,To be written by player,Psychic,Hardy
,Soldier,To be written by player,Technician,Distinctive
,Courtesan,To be written by player,White Collar,Dishonesty
,Far Traveler,To be written by player,Drifter,Inattentive
,Hermit,To be written by player,Athlete, Illiterate
,Entertainer,To be written by player,Psychic,Hardy
,Far Traveler,To be written by player,Law Enforcement,Dishonesty
,Outlander,To be written by player,Criminal,Detached
,Soldier,To be written by player,Squire,Focused
,Custom,To be written by player,Gladiator,Distinctive
,Pirate,To be written by player,Dilettante,Uncivilized
,Far Traveler,To be written by player,Celebrity,Detached
,Soldier,To be written by player,Celebrity,Dishonesty
,Haunted One,To be written by player,Aporthecary,Aggression
,Outlander,To be written by player,Emergency Services,Dishonesty
,Acolyte,To be written by player,Outcast,Absent-Minded
,Inheritor,To be written by player,Criminal,Easygoing
,Acolyte,To be written by player,White Collar,Suspicious
,Criminal,To be written by player,Technician,Hard of hearing
,Folk Hero,To be written by player,Celebrity,Slow
,Acolyte,To be written by player,Athlete,Easygoing
,Acolyte,To be written by player,Athlete,Suspicious
,Knight,To be written by player,Gladiator,Distinctive
,Noble,To be written by player,Emergency Services,Suspicious
,Clan Crafter,To be written by player,Squire,Honest
,Haunted One,To be written by player,Rural,Brawler
,Charlatan,To be written by player,Investigative,Abrasiveness
,Hermit,To be written by player,Student,Slow
,Sailor,To be written by player,Military,Inattentive
,Custom,To be written by player,Rural,Uncivilized
,Custom,To be written by player,Technician,Easygoing
,Custom,To be written by player,Astronaut Trainee,Brawler
,Custom,To be written by player,Student,Dishonesty
,Noble,To be written by player,Aporthecary,Farsighted
,Cloistered Scholar,To be written by player,Astronaut Trainee, Illiterate
,Mercenary Veteran,To be written by player,Investigative,Honest
,Urchin,To be written by player,Psychic, Illiterate
,Soldier,To be written by player,Celebrity, Illiterate
,Criminal,To be written by player,Creative,Hardy
,Acolyte,To be written by player,Investigative,Inattentive
,Folk Hero,To be written by player,Psychic,Hardy
,Folk Hero,To be written by player,Hedge Wizard,Relentless
,Entertainer,To be written by player,Criminal,Honest
,Urban Bounty Hunter,To be written by player,Adventurer,Hardy
,Hermit,To be written by player,Investigative,Relentless
,Haunted One,To be written by player,Religious,Distinctive
,Acolyte,To be written by player,Squire,Farsighted
,Urchin,To be written by player,Rural,Suspicious
,Folk Hero,To be written by player,Emergency Services, Illiterate
,Charlatan,To be written by player,Heir,Uncivilized
,Folk Hero,To be written by player,Technician,Detached
,Acolyte,To be written by player,White Collar,Brawler
,Charlatan,To be written by player,Religious,Focused
,Sage,To be written by player,Emergency Services,Detached
,Entertainer,To be written by player,Gladiator,Dishonesty
,Pirate,To be written by player,Colonist,Dishonesty
,Acolyte,To be written by player,Student,Suspicious
,Acolyte,To be written by player,Psychic,Brawler
,Outlander,To be written by player,Rural,Aggression
,Knight,To be written by player,Student,Inattentive
,Barbarian Tribe Member,To be written by player,Religious,Distinctive
,Sage,To be written by player,Academic,Abrasiveness
,Clan Crafter,To be written by player,Dilettante,Slow
,Sailor,To be written by player,Scavenger,Hard of hearing
,Sailor,To be written by player,Dilettante,Suspicious
,Hermit,To be written by player,Astronaut Trainee,Cautious
,Criminal,To be written by player,Colonist,Hard of hearing
,Hermit,To be written by player,Criminal,Relentless
,Haunted One,To be written by player,Military,Absent-Minded
,Knight,To be written by player,Aporthecary,Polite
,Folk Hero,To be written by player,Doctor,Farsighted
,Far Traveler,To be written by player,Squire,Easygoing
,Criminal,To be written by player,Gladiator,Easygoing
,Soldier,To be written by player,Religious,Dishonesty
,Mercenary Veteran,To be written by player,Outcast,Brawler
,Noble,To be written by player,Colonist,Inattentive
,Far Traveler,To be written by player,Adventurer,Hard of hearing
,Criminal,To be written by player,Doctor,Cautious
,Custom,To be written by player,Heir, Illiterate
,Noble,To be written by player,Emergency Services,Detached
,Former pilot,To be written by player,Astronaut Trainee,Relentless
,Custom,To be written by player,Celebrity,Absent-Minded
,Custom,To be written by player,Shadow Scholar,Aggression
,Far Traveler,To be written by player,Dilettante,Easygoing
,Far Traveler,To be written by player,Academic,Brawler
,Soldier,To be written by player,Criminal,Suspicious
,Far Traveler,To be written by player,Transporter,Farsighted
,Sage,To be written by player,Heir,Specialized
,Faction Agent,To be written by player,Athlete,Easygoing
,City Watch,To be written by player,Rural,Suspicious
,Outlander,To be written by player,Student,Brawler
,Haunted One,To be written by player,Psychic,Focused
,Sage,To be written by player,Gladiator,Suspicious
,Knight,To be written by player,Squire,Relentless
,Hermit,To be written by player,Doctor,Aggression
,Folk Hero,To be written by player,Entrepreneur,Detached
,Hermit,To be written by player,Creative,Cautious
,Folk Hero,To be written by player,Drifter,Inattentive
,Hermit,To be written by player,Squire,Aggression
,Outlander,To be written by player,Gladiator,Easygoing
,Urban Bounty Hunter,To be written by player,Rural,Hard of hearing
,Mercenary Veteran,To be written by player,Scavenger,Abrasiveness
,Folk Hero,To be written by player,White Collar,Aggression
,Knight,To be written by player,Dilettante,Dishonesty
,Knight,To be written by player,Doctor,Honest
,Acolyte,To be written by player,Religious,Specialized
,Barbarian Tribe Member,To be written by player,Religious,Relentless
,Urchin,To be written by player,Athlete,Dishonesty
,Urban Bounty Hunter,To be written by player,Aporthecary,Detached
,Haunted One,To be written by player,Blue Collar,Easygoing
,Acolyte,To be written by player,Athlete,Absent-Minded
,Acolyte,To be written by player,Heir,Absent-Minded
,Acolyte,To be written by player,Novitiate,Easygoing
,Soldier,To be written by player,Aporthecary,Inattentive
,Outlander,To be written by player,Shadow Scholar,Slow
,City Watch,To be written by player,Aporthecary,Honest
,Sage,To be written by player,Criminal, Illiterate
,Hermit,To be written by player,Doctor,Abrasiveness
,Soldier,To be written by player,Astronaut Trainee,Easygoing
,Far Traveler,To be written by player,Doctor,Distinctive
,Hermit,To be written by player,Astronaut Trainee,Focused
,Soldier,To be written by player,Hedge Wizard,Focused
,Faction Agent,To be written by player,Adventurer,Focused
,Outlander,To be written by player,Student,Slow
,Outlander,To be written by player,Student,Absent-Minded
,Mercenary Veteran,To be written by player,Heir,Aggression
,Acolyte,To be written by player,Adventurer,Aggression
,Noble,To be written by player,Creative,Cautious
,Knight,To be written by player,Drifter,Easygoing
,Acolyte,To be written by player,Outcast,Distinctive
,Pirate,To be written by player,Psychic, Illiterate
,Outlander,To be written by player,Colonist,Farsighted
,Haunted One,To be written by player,Shadow Scholar,Suspicious
,Acolyte,To be written by player,Adventurer,Polite
,Soldier,To be written by player,Aporthecary,Polite
,Cloistered Scholar,To be written by player,Athlete,Detached
,Clan Crafter,To be written by player,Celebrity, Illiterate
,Far Traveler,To be written by player,Astronaut Trainee,Polite
,Mercenary Veteran,To be written by player,Emergency Services,Abrasiveness
,Mercenary Veteran,To be written by player,Gladiator,Polite
,Noble,To be written by player,Shadow Scholar,Relentless
,City Watch,To be written by player,Dilettante,Distinctive
,Inheritor,To be written by player,Technician,Cautious
,Acolyte,To be written by player,Astronaut Trainee,Brawler
,Criminal,To be written by player,Psychic,Cautious
,Knight,To be written by player,Squire,Hard of hearing
,Far Traveler,To be written by player,Technician,Distinctive
,Acolyte,To be written by player,Hedge Wizard,Relentless
,Outlander,To be written by player,Transporter,Abrasiveness
,Barbarian Tribe Member,To be written by player,Colonist,Hard of hearing
,Outlander,To be written by player,Student,Dishonesty
,Acolyte,To be written by player,Entrepreneur,Aggression
,Barbarian Tribe Member,To be written by player,Military,Absent-Minded
,Outlander,To be written by player,Gladiator,Dishonesty
,Barbarian Tribe Member,To be written by player,Entrepreneur,Focused
,Criminal,To be written by player,Emergency Services,Cautious
,Inheritor,To be written by player,Law Enforcement,Uncivilized
,Urban Bounty Hunter,To be written by player,Scavenger,Specialized
,Urban Bounty Hunter,To be written by player,Gladiator,Dishonesty
,Urban Bounty Hunter,To be written by player,Squire,Hard of hearing
,Urban Bounty Hunter,To be written by player,Blue Collar,Detached
,Clan Crafter,To be written by player,Adventurer,Detached
,Haunted One,To be written by player,Criminal,Hardy
,Haunted One,To be written by player,White Collar,Slow
,Urchin,To be written by player,Law Enforcement,Specialized
,Charlatan,To be written by player,Academic,Dishonesty
,Criminal,To be written by player,Celebrity,Farsighted
,Urban Bounty Hunter,To be written by player,Shadow Scholar,Uncivilized
,Urchin,To be written by player,Emergency Services,Specialized
,Entertainer,To be written by player,Heir,Hardy
,Acolyte,To be written by player,Hedge Wizard,Brawler
,Soldier,To be written by player,Military,Hard of hearing
,Sailor,To be written by player,Emergency Services,Uncivilized
,Urchin,To be written by player,Rural,Detached
,Charlatan,To be written by player,Creative,Polite
,Charlatan,To be written by player,Aporthecary,Easygoing
,Sage,To be written by player,Entrepreneur,Abrasiveness
,Noble,To be written by player,Technician,Polite
,Urban Bounty Hunter,To be written by player,Novitiate,Inattentive
,Cloistered Scholar,To be written by player,Doctor,Brawler
,Outlander,To be written by player,Heir,Aggression
,Noble,To be written by player,Celebrity,Absent-Minded
,Urchin,To be written by player,Blue Collar, Illiterate
,Noble,To be written by player,Technician,Brawler
,Sage,To be written by player,Law Enforcement,Abrasiveness
,City Watch,To be written by player,Emergency Services,Detached
,Noble,To be written by player,Aporthecary,Hardy
,Hermit,To be written by player,Technician, Illiterate
,Outlander,To be written by player,Athlete,Aggression
,Folk Hero,To be written by player,Celebrity,Hardy
,Criminal,To be written by player,Student,Uncivilized
,Criminal,To be written by player,Technician,Brawler
,Knight,To be written by player,Hedge Wizard,Focused
,Barbarian Tribe Member,To be written by player,Drifter, Illiterate
,Outlander,To be written by player,White Collar,Hard of hearing
,Criminal,To be written by player,Criminal,Polite
,Barbarian Tribe Member,To be written by player,Outcast,Abrasiveness
,Acolyte,To be written by player,Scavenger,Dishonesty
,Barbarian Tribe Member,To be written by player,Creative,Farsighted
,Hermit,To be written by player,Drifter,Hardy
,Mercenary Veteran,To be written by player,Religious,Detached
,Outlander,To be written by player,Adventurer,Hard of hearing
,Soldier,To be written by player,Doctor,Absent-Minded
,Clan Crafter,To be written by player,Military,Uncivilized
,Knight,To be written by player,Squire,Aggression
,Soldier,To be written by player,Novitiate,Brawler
,Charlatan,To be written by player,Law Enforcement,Inattentive
,Criminal,To be written by player,Novitiate,Uncivilized
,Outlander,To be written by player,Drifter,Absent-Minded
,Acolyte,To be written by player,Creative,Absent-Minded
,Soldier,To be written by player,Outcast,Cautious
,Hermit,To be written by player,Emergency Services,Detached
,Soldier,To be written by player,Blue Collar,Brawler
,Acolyte,To be written by player,Military,Polite
,City Watch,To be written by player,Hedge Wizard,Slow
,Folk Hero,To be written by player,Creative,Suspicious
,Urban Bounty Hunter,To be written by player,Heir,Specialized
,Outlander,To be written by player,Emergency Services,Suspicious
,Entertainer,To be written by player,Creative,Inattentive
,Noble,To be written by player,Athlete,Detached
,Hermit,To be written by player,Scavenger,Cautious
,Haunted One,To be written by player,Military,Aggression
,Hermit,To be written by player,Religious,Distinctive
,Soldier,To be written by player,Shadow Scholar,Dishonesty
,Criminal,To be written by player,Drifter,Suspicious
,Outlander,To be written by player,Criminal,Uncivilized
,Knight,To be written by player,Technician,Dishonesty
,Noble,To be written by player,Transporter,Aggression
,Knight,To be written by player,Technician,Specialized
,Far Traveler,To be written by player,Emergency Services,Aggression
,Mercenary Veteran,To be written by player,Novitiate,Aggression
,Sailor,To be written by player,Creative,Absent-Minded
,Haunted One,To be written by player,White Collar,Distinctive
,Knight,To be written by player,Rural,Hard of hearing
,Sailor,To be written by player,Academic,Relentless
,Mercenary Veteran,To be written by player,Emergency Services,Uncivilized
,Outlander,To be written by player,Military,Absent-Minded
,Hermit,To be written by player,Religious,Relentless
,Mercenary Veteran,To be written by player,Celebrity, Illiterate
,Sage,To be written by player,Athlete,Slow
,Acolyte,To be written by player,Academic,Specialized
,Charlatan,To be written by player,Colonist,Distinctive
,Sage,To be written by player,Hedge Wizard,Slow
,Haunted One,To be written by player,Doctor,Specialized
,Sailor,To be written by player,Law Enforcement,Hard of hearing
,Haunted One,To be written by player,Aporthecary,Polite
,Criminal,To be written by player,Drifter,Uncivilized
,Haunted One,To be written by player,White Collar,Absent-Minded
,Mercenary Veteran,To be written by player,Creative,Suspicious
,Folk Hero,To be written by player,Colonist,Brawler
,Sage,To be written by player,Heir,Distinctive
,Acolyte,To be written by player,Investigative,Specialized
,Entertainer,To be written by player,Dilettante,Hardy
,Acolyte,To be written by player,Shadow Scholar,Uncivilized
,Acolyte,To be written by player,Criminal,Detached
,Mercenary Veteran,To be written by player,Heir,Inattentive
,Criminal,To be written by player,Doctor, Illiterate
,Folk Hero,To be written by player,Creative,Cautious
,Cloistered Scholar,To be written by player,Entrepreneur,Aggression
,Outlander,To be written by player,Scavenger,Detached
,Outlander,To be written by player,Colonist,Absent-Minded
,Barbarian Tribe Member,To be written by player,Novitiate,Dishonesty
,Barbarian Tribe Member,To be written by player,Gladiator,Dishonesty
,Outlander,To be written by player,Doctor,Slow
,Outlander,To be written by player,Shadow Scholar,Specialized
,Barbarian Tribe Member,To be written by player,Rural,Dishonesty
,Barbarian Tribe Member,To be written by player,Creative,Honest
,Acolyte,To be written by player,Hedge Wizard,Specialized
,Outlander,To be written by player,Criminal,Hard of hearing
,Barbarian Tribe Member,To be written by player,Hedge Wizard,Easygoing
,Charlatan,To be written by player,Shadow Scholar,Relentless
,Custom,To be written by player,Transporter,Focused
,Pirate,To be written by player,Emergency Services,Inattentive
,Pirate,To be written by player,Astronaut Trainee,Aggression
,Custom,To be written by player,Academic,Suspicious
,Custom,To be written by player,Blue Collar,Suspicious
,Entertainer,To be written by player,Aporthecary,Relentless
,Entertainer,To be written by player,Doctor,Honest
,Noble,To be written by player,Novitiate, Illiterate
,Far Traveler,To be written by player,Doctor,Uncivilized
,Mercenary Veteran,To be written by player,Novitiate,Slow
,Noble,To be written by player,Emergency Services, Illiterate
,Noble,To be written by player,Adventurer,Focused
,Acolyte,To be written by player,Novitiate,Slow
,Urban Bounty Hunter,To be written by player,Technician,Slow
,Custom,To be written by player,Student,Inattentive
,Knight,To be written by player,Technician,Slow
,Soldier,To be written by player,Student,Brawler
,Noble,To be written by player,Criminal,Suspicious
,Acolyte,To be written by player,Rural,Abrasiveness
,Soldier,To be written by player,Law Enforcement,Relentless
,Sage,To be written by player,Hedge Wizard, Illiterate
,Folk Hero,To be written by player,Heir,Farsighted
,Outlander,To be written by player,Transporter,Hard of hearing
,Sage,To be written by player,Dilettante,Inattentive
,Noble,To be written by player,Gladiator,Easygoing
,Haunted One,To be written by player,White Collar,Hard of hearing
,Caravan Specialist,To be written by player,Gladiator,Cautious
,Hermit,To be written by player,Academic,Detached
,Soldier,To be written by player,Shadow Scholar,Absent-Minded
,Criminal,To be written by player,Dilettante,Aggression
,Inheritor,To be written by player,Celebrity,Easygoing
,Entertainer,To be written by player,Technician,Cautious
,Hermit,To be written by player,Heir,Hardy
,Acolyte,To be written by player,Scavenger,Easygoing
,Criminal,To be written by player,Adventurer,Farsighted
,Hermit,To be written by player,Technician,Abrasiveness
,Hermit,To be written by player,Colonist,Uncivilized
,Barbarian Tribe Member,To be written by player,Celebrity,Uncivilized
,Criminal,To be written by player,Psychic,Abrasiveness
,Acolyte,To be written by player,Novitiate,Brawler
,Sailor,To be written by player,Creative,Polite
,Sage,To be written by player,Shadow Scholar,Easygoing
,Entertainer,To be written by player,Athlete,Hardy
,Sailor,To be written by player,Athlete,Dishonesty
,Far Traveler,To be written by player,Investigative,Dishonesty
,Sage,To be written by player,Transporter,Uncivilized
,Far Traveler,To be written by player,Psychic,Absent-Minded
,Guild Artisan,To be written by player,Celebrity,Uncivilized
,Acolyte,To be written by player,Gladiator,Hardy
,Urban Bounty Hunter,To be written by player,Student,Cautious
,Entertainer,To be written by player,Student,Absent-Minded
,Urban Bounty Hunter,To be written by player,Psychic,Distinctive
,Charlatan,To be written by player,Criminal,Aggression
,Mercenary Veteran,To be written by player,Investigative, Illiterate
,Soldier,To be written by player,Rural,Suspicious
,Soldier,To be written by player,Academic,Brawler
,Criminal,To be written by player,Religious,Dishonesty
,Far Traveler,To be written by player,Astronaut Trainee, Illiterate
,Folk Hero,To be written by player,Psychic,Slow
,Sage,To be written by player,White Collar,Absent-Minded
,Custom,To be written by player,Entrepreneur,Suspicious
,Custom,To be written by player,Scavenger,Aggression
,Charlatan,To be written by player,Novitiate,Honest
,Faction Agent,To be written by player,Emergency Services,Slow
,Clan Crafter,To be written by player,Shadow Scholar,Relentless
,Criminal,To be written by player,Adventurer,Hardy
,Criminal,To be written by player,Heir,Abrasiveness
,Urban Bounty Hunter,To be written by player,Drifter,Brawler
,Sage,To be written by player,Creative,Cautious
,Folk Hero,To be written by player,Aporthecary, Illiterate
,Outlander,To be written by player,Transporter,Hardy
,Outlander,To be written by player,Heir,Detached
,Far Traveler,To be written by player,Novitiate,Slow
,Urchin,To be written by player,Heir,Detached
,Faction Agent,To be written by player,Novitiate,Farsighted
,Acolyte,To be written by player,Dilettante,Focused
,Custom,To be written by player,Colonist, Illiterate
,Sailor,To be written by player,Adventurer,Hardy
,Folk Hero,To be written by player,Criminal,Inattentive
,Far Traveler,To be written by player,Entrepreneur,Cautious
,Urchin,To be written by player,Scavenger,Easygoing
,Far Traveler,To be written by player,Aporthecary,Easygoing
,Far Traveler,To be written by player,Criminal,Hardy
,Noble,To be written by player,Emergency Services,Aggression
,Criminal,To be written by player,Psychic,Dishonesty
,Far Traveler,To be written by player,Technician,Inattentive
,Noble,To be written by player,Gladiator,Polite
,Outlander,To be written by player,Doctor,Detached
,Outlander,To be written by player,Religious,Brawler
,Urban Bounty Hunter,To be written by player,Shadow Scholar,Farsighted
,Criminal,To be written by player,Aporthecary,Specialized
,Knight,To be written by player,Novitiate,Farsighted
,Urban Bounty Hunter,To be written by player,Scavenger,Slow
,Charlatan,To be written by player,Student,Polite
,Sage,To be written by player,Squire,Relentless
,Soldier,To be written by player,Entrepreneur,Easygoing
,Sailor,To be written by player,Shadow Scholar,Absent-Minded
,Sailor,To be written by player,Dilettante,Detached
,Sailor,To be written by player,Colonist,Specialized
,Sailor,To be written by player,Squire,Uncivilized
,Soldier,To be written by player,Investigative,Slow
,Outlander,To be written by player,Entrepreneur,Farsighted
,Outlander,To be written by player,White Collar,Hardy
,Urchin,To be written by player,Celebrity,Detached
,Far Traveler,To be written by player,Criminal,Specialized
,Guild Artisan,To be written by player,Emergency Services,Polite
,Charlatan,To be written by player,Outcast,Detached
,Outlander,To be written by player,Entrepreneur,Cautious
,Outlander,To be written by player,Rural,Relentless
,Outlander,To be written by player,Astronaut Trainee,Inattentive
,Inheritor,To be written by player,Creative,Suspicious
,Outlander,To be written by player,Emergency Services, Illiterate
,Guild Artisan,To be written by player,Military,Absent-Minded
,Outlander,To be written by player,Drifter,Aggression
,Hermit,To be written by player,Novitiate,Cautious
,Soldier,To be written by player,Hedge Wizard,Aggression
,Acolyte,To be written by player,Emergency Services,Distinctive
,Criminal,To be written by player,Athlete, Illiterate
,Sage,To be written by player,Emergency Services, Illiterate
,Criminal,To be written by player,Squire,Honest
,Hermit,To be written by player,Law Enforcement,Detached
,Soldier,To be written by player,Colonist,Hardy
,Criminal,To be written by player,Psychic,Brawler
,Guild Artisan,To be written by player,Aporthecary,Detached
,Guild Artisan,To be written by player,Doctor,Specialized
,Sage,To be written by player,Celebrity,Honest
,Noble,To be written by player,Gladiator,Dishonesty
,Knight,To be written by player,Novitiate,Uncivilized
,Clan Crafter,To be written by player,Student,Honest
,Port City Noble,To be written by player,Technician, Illiterate
,Courtier,To be written by player,Drifter,Specialized
,Criminal,To be written by player,Student,Suspicious
,Guild Artisan,To be written by player,White Collar,Detached
,Entertainer,To be written by player,Psychic,Relentless
,Sage,To be written by player,Academic,Dishonesty
,Acolyte,To be written by player,Shadow Scholar,Brawler
,Entertainer,To be written by player,Celebrity,Focused
,Charlatan,To be written by player,Rural,Easygoing
,Courtier,To be written by player,Psychic,Suspicious
,Guild Artisan,To be written by player,Military,Relentless
,Sailor,To be written by player,Creative,Specialized
,Noble,To be written by player,Astronaut Trainee,Aggression
,Faction Agent,To be written by player,Doctor,Dishonesty
,Charlatan,To be written by player,Doctor,Relentless
,Outlander,To be written by player,Colonist,Dishonesty
,Haunted One,To be written by player,Emergency Services, Illiterate
,Outlander,To be written by player,Entrepreneur,Polite
,Mercenary Veteran,To be written by player,Emergency Services,Focused
,Mercenary Veteran,To be written by player,Athlete,Slow
,Haunted One,To be written by player,Military,Absent-Minded
,City Watch,To be written by player,Adventurer,Abrasiveness
,City Watch,To be written by player,Astronaut Trainee,Dishonesty
,Sage,To be written by player,Transporter,Detached
,Knight,To be written by player,Rural,Focused
,Knight,To be written by player,Technician,Hardy
,Custom,To be written by player,Colonist,Detached
,Acolyte,To be written by player,White Collar,Relentless
,Far Traveler,To be written by player,Outcast,Suspicious
,Haunted One,To be written by player,Celebrity,Uncivilized
,Noble,To be written by player,Psychic,Brawler
,Knight,To be written by player,Technician,Detached
,Hermit,To be written by player,Investigative,Cautious
,Noble,To be written by player,Gladiator,Detached
,Outlander,To be written by player,Dilettante,Absent-Minded
,Soldier,To be written by player,Military,Brawler
,Haunted One,To be written by player,Criminal,Distinctive
,Courtier,To be written by player,Academic,Farsighted
,Sailor,To be written by player,Athlete,Honest
,Noble,To be written by player,Gladiator,Aggression
,Port City Noble,To be written by player,Emergency Services,Absent-Minded
,,To be written by player,Astronaut Trainee,Abrasiveness
,Sage,To be written by player,Aporthecary,Dishonesty
,Hermit,To be written by player,Criminal,Uncivilized
,Guild Artisan,To be written by player,Investigative,Relentless
,Folk Hero,To be written by player,Psychic,Focused
,Acolyte,To be written by player,Blue Collar,Easygoing
,Guild Artisan,To be written by player,Athlete,Polite
,Urchin,To be written by player,Celebrity,Inattentive
,Hermit,To be written by player,Shadow Scholar,Slow
,Politician,To be written by player,Athlete,Focused
,Folk Hero,To be written by player,Law Enforcement,Farsighted
,Outlander,To be written by player,Entrepreneur,Absent-Minded
,Barbarian Tribe Member,To be written by player,Emergency Services,Dishonesty
,Criminal,To be written by player,Military,Hard of hearing
,Urban Bounty Hunter,To be written by player,Military,Slow
,Noble,To be written by player,Military,Aggression
,Knight,To be written by player,Creative,Easygoing
,Clan Crafter,To be written by player,Investigative,Inattentive
,Custom,To be written by player,Astronaut Trainee,Focused
,Hermit,To be written by player,Scavenger,Aggression
,Clan Crafter,To be written by player,Psychic,Hard of hearing
,Clan Crafter,To be written by player,Military,Easygoing
,Far Traveler,To be written by player,Drifter,Slow
,Outlander,To be written by player,Technician,Abrasiveness
,Sage,To be written by player,Psychic,Detached
,Acolyte,To be written by player,Celebrity,Absent-Minded
,Entertainer,To be written by player,Celebrity,Distinctive
,Criminal,To be written by player,Rural,Hard of hearing
,Entertainer,To be written by player,Law Enforcement,Specialized
,Charlatan,To be written by player,Religious,Specialized
,Knight,To be written by player,Blue Collar,Farsighted
,Far Traveler,To be written by player,Doctor,Uncivilized
,Hermit,To be written by player,Transporter,Hardy
,Urban Bounty Hunter,To be written by player,Investigative,Relentless
,Outlander,To be written by player,Aporthecary,Focused
,Criminal,To be written by player,Creative,Absent-Minded
,Soldier,To be written by player,Psychic,Inattentive
,Barbarian Tribe Member,To be written by player,Investigative,Abrasiveness
,Folk Hero,To be written by player,Student, Illiterate
,Acolyte,To be written by player,Astronaut Trainee,Suspicious
,Mercenary Veteran,To be written by player,Religious,Honest
,Noble,To be written by player,Astronaut Trainee,Specialized
,Urban Bounty Hunter,To be written by player,Athlete,Easygoing
,Criminal,To be written by player,Military,Easygoing
,Cloistered Scholar,To be written by player,Squire,Inattentive
,Sailor,To be written by player,Emergency Services,Hard of hearing
,Entertainer,To be written by player,Doctor,Slow
,Far Traveler,To be written by player,Celebrity,Uncivilized
,Sage,To be written by player,Blue Collar,Distinctive
,Charlatan,To be written by player,Drifter,Aggression
,Sailor,To be written by player,Entrepreneur,Cautious
,Mercenary Veteran,To be written by player,Entrepreneur,Suspicious
,Cloistered Scholar,To be written by player,Criminal,Relentless
,Cloistered Scholar,To be written by player,Entrepreneur,Brawler
,Sailor,To be written by player,Squire,Relentless
,Faction Agent,To be written by player,Hedge Wizard,Specialized
,Outlander,To be written by player,Technician,Focused
,Knight,To be written by player,Drifter,Uncivilized
,Entertainer,To be written by player,Squire,Brawler
,Barbarian Tribe Member,To be written by player,Squire,Slow
,Sage,To be written by player,Hedge Wizard,Hardy
,Sailor,To be written by player,Drifter,Easygoing
,Knight,To be written by player,Scavenger,Hardy
,Courtier,To be written by player,Emergency Services,Slow
,Cloistered Scholar,To be written by player,Psychic,Relentless
,Hermit,To be written by player,Gladiator,Farsighted
,Criminal,To be written by player,Religious,Cautious
,Entertainer,To be written by player,Doctor,Hardy
,Urban Bounty Hunter,To be written by player,Dilettante,Distinctive
,Mercenary Veteran,To be written by player,Squire,Uncivilized
,Outlander,To be written by player,Student,Abrasiveness
,Criminal,To be written by player,Law Enforcement,Farsighted
,Noble,To be written by player,Transporter,Specialized
,Criminal,To be written by player,Colonist,Honest
,Soldier,To be written by player,Athlete,Specialized
,Criminal,To be written by player,Squire,Aggression
,Urban Bounty Hunter,To be written by player,Squire,Cautious
,City Watch,To be written by player,Transporter,Uncivilized
,clan hero,To be written by player,Heir,Brawler
,Inheritor,To be written by player,Emergency Services,Honest
,Outlander,To be written by player,Doctor,Hard of hearing
,City Watch,To be written by player,Academic,Farsighted
,Hermit,To be written by player,Academic,Detached
,Miner,To be written by player,Blue Collar,Abrasiveness
,Urban Vigilante,To be written by player,Emergency Services,Honest
,City Watch,To be written by player,Student,Suspicious
,Faction Agent,To be written by player,Aporthecary,Absent-Minded
,Criminal,To be written by player,Squire,Slow
,Criminal,To be written by player,Military,Honest
,Outlander,To be written by player,Law Enforcement,Farsighted
,Outlander,To be written by player,Adventurer,Hardy
,Outlander,To be written by player,Aporthecary,Distinctive
,Criminal,To be written by player,Criminal,Uncivilized
,Criminal,To be written by player,Gladiator,Absent-Minded
,Outlander,To be written by player,Squire,Aggression
,Far Traveler,To be written by player,Doctor,Specialized
,Outlander,To be written by player,Investigative,Uncivilized
,Outlander,To be written by player,Technician,Focused
,Outlander,To be written by player,Novitiate,Absent-Minded
,Faction Agent,To be written by player,White Collar,Cautious
,Soldier,To be written by player,Hedge Wizard, Illiterate
,Caravan Specialist,To be written by player,Hedge Wizard,Abrasiveness
,Outlander,To be written by player,Hedge Wizard,Inattentive
,Acolyte,To be written by player,Astronaut Trainee,Honest
,Urban Bounty Hunter,To be written by player,Doctor,Brawler
,Acolyte,To be written by player,Outcast,Aggression
,Urban Bounty Hunter,To be written by player,Rural,Absent-Minded
,Hermit,To be written by player,Transporter,Inattentive
,Folk Hero,To be written by player,Squire,Polite
,Far Traveler,To be written by player,Investigative,Inattentive
,Soldier,To be written by player,Technician,Honest
,Clan Crafter,To be written by player,Entrepreneur,Brawler
,Clan Crafter,To be written by player,Novitiate,Absent-Minded
,Urban Bounty Hunter,To be written by player,Rural,Relentless
,Noble,To be written by player,Scavenger,Absent-Minded
,Criminal,To be written by player,Academic,Honest
,Hermit,To be written by player,Transporter,Easygoing
,Pirate,To be written by player,Athlete, Illiterate
,Acolyte,To be written by player,Military,Hard of hearing
,Haunted One,To be written by player,Technician,Cautious
,Custom,To be written by player,Dilettante,Farsighted
,Knight,To be written by player,Hedge Wizard,Dishonesty
,Sailor,To be written by player,White Collar,Honest
,Custom,To be written by player,Law Enforcement,Focused
,Clan Crafter,To be written by player,Doctor,Farsighted
,Urchin,To be written by player,Hedge Wizard,Detached
,Custom,To be written by player,Gladiator,Aggression
,Custom,To be written by player,Military,Abrasiveness
,Sage,To be written by player,Religious,Brawler
,Custom,To be written by player,Gladiator,Cautious
