Spell_ID,Spell_Name,Type,Level,Components,Range,Duration,Casting_Time
,Clairvoyance,Illusions,2,s,0,30,0
,Animal Shape,Divination,5,m,90,120,10
,Enthrall,Enchantment,7,v,0,60,10
,Animal Shape,Transmutation,8,v,90,90,1
,Inflict Wounds,Divination,3,v,30,120,0
,Inflict Wounds,Conjuration,1,v s m,120,120,1
,Entangle,Necromancy,6,v s m,120,90,0
,Beacon of Hope,Enchantment,8,s,90,0,10
,Antipathy Sympathy,Transmutation,10,s,0,120,1
,Insect Plague,Divination,7,v,90,90,0
,Freezing Sphere,Abjuration,8,v s m,0,0,8
,Alarm,Enchantment,4,v s m,30,120,0
,Alarm,Divination,10,v,60,90,0
,Fireball,Transmutation,1,v,60,60,1
,Antipathy Sympathy,Abjuration,3,s,90,90,1
,Animate dead,Abjuration,7,s,90,60,0
,Acid Splash,Transmutation,4,s,60,30,1
,Rope Trick,Divination,6,m,90,90,0
,Arcane Sword,Enchantment,3,m,120,60,10
,Antipathy Sympathy,Evocation,1,s,120,60,0
,Color Spray,Evocation,1,v s m,60,60,0
,Animate Objects,Transmutation,4,v s,0,90,0
,Insect Plague,Transmutation,10,s,0,120,0
,Arcane Sword,Abjuration,8,v s m,120,0,1
,Arcane Eye,Enchantment,1,m,90,120,1
,Animal Friendship,Conjuration,1,m,60,30,1
,Inflict Wounds,Abjuration,7,v,30,120,10
,Rope Trick,Necromancy,10,v s,0,120,8
,Harm,Illusions,5,m,90,60,1
,Harm,Enchantment,5,m,120,120,0
,Acid Arrow,Evocation,3,v,120,30,1
,Arcane Hand,Divination,9,s,0,30,10
,Arcane Eye,Evocation,3,v,120,0,0
,Bane,Evocation,10,v s,60,90,1
,Entangle,Abjuration,5,v s,90,30,8
,Acid Splash,Transmutation,2,m,120,30,8
,Fireball,Enchantment,2,v s,0,60,1
,Arcane Sword,Necromancy,1,v s m,120,120,8
,Inflict Wounds,Evocation,10,v s,60,30,0
,Beacon of Hope,Conjuration,5,v s m,60,60,0
,Antlife Shell,Illusions,3,v s,60,30,1
,Aid,Divination,7,v,120,120,10
,Acid Arrow,Illusions,5,s,30,60,8
,Clairvoyance,Necromancy,8,v,60,120,1
,Arcane Hand,Conjuration,6,v s,0,0,1
,Alarm,Enchantment,9,v,30,120,0
,Fireball,Abjuration,7,v s,90,30,10
,Acid Splash,Transmutation,6,v s m,120,30,0
,Entangle,Conjuration,6,v s,30,120,1
,Secret Chest,Abjuration,7,v s m,120,30,8
,Hideous Laughter,Transmutation,9,m,120,0,0
,Beacon of Hope,Conjuration,10,v s,30,90,10
,Fireball,Abjuration,10,v s m,60,60,0
,Acid Arrow,Evocation,5,s,120,0,10
,Clone,Divination,5,v,120,0,10
,Aid,Abjuration,5,v,60,0,10
,Prismatic Wall,Divination,8,m,120,60,1
,Animal Shape,Conjuration,5,v,0,30,0
,Rope Trick,Divination,8,m,30,120,8
,Animal Shape,Conjuration,3,v s m,30,60,8
,Clairvoyance,Divination,3,v,90,120,8
,Acid Arrow,Divination,4,m,120,90,8
,Entangle,Evocation,4,v s m,0,90,0
,Bane,Enchantment,4,v,60,0,0
,Animal Friendship,Enchantment,1,m,120,90,10
,Animal Friendship,Abjuration,2,s,30,0,10
,Prismatic Wall,Necromancy,5,v s,60,120,0
,Color Spray,Necromancy,4,v,60,90,1
,Alter Self,Enchantment,1,v s m,120,90,1
,Arcane Lock,Illusions,9,s,90,30,0
,Animate Objects,Divination,7,s,90,30,10
,Acid Arrow,Transmutation,7,v s,30,30,0
,Antlife Shell,Evocation,2,m,90,90,10
,Arcane Sword,Evocation,3,m,90,0,1
,Enthrall,Conjuration,10,v s m,60,60,10
,Arcane Lock,Evocation,1,v,30,30,1
,Harm,Enchantment,5,v,60,30,10
,Fly,Illusions,10,v s m,0,30,0
,Animal Friendship,Evocation,7,v,60,0,0
,Clone,Transmutation,1,v s m,0,0,1
,Fly,Conjuration,9,m,30,60,0
,Acid Arrow,Abjuration,4,v s,30,90,8
,Acid Arrow,Abjuration,2,s,90,60,1
,Arcane Lock,Abjuration,2,m,60,0,10
,Gust of Wind,Conjuration,3,v s,60,90,10
,Secret Chest,Conjuration,1,s,0,90,10
,Animal Shape,Abjuration,4,v s m,60,30,1
,Animal Friendship,Conjuration,8,v s,0,60,8
,Animal Shape,Divination,8,v,30,60,10
,Hideous Laughter,Abjuration,8,v s m,90,90,1
,Clairvoyance,Necromancy,10,v s m,60,60,8
,Beacon of Hope,Evocation,7,m,30,30,1
,Arcane Sword,Transmutation,9,v s,60,60,0
,Hideous Laughter,Evocation,2,s,60,60,0
,Fireball,Conjuration,10,v,0,0,10
,Gust of Wind,Enchantment,6,s,90,30,1
,Animal Messenger,Necromancy,8,v s,0,60,1
,Alarm,Transmutation,10,m,120,90,8
,Sequester,Divination,3,m,120,0,1
,Arcane Lock,Necromancy,5,m,120,120,8
,Arcane Eye,Abjuration,8,v s m,60,0,0
,Arcane Lock,Abjuration,9,v s,90,0,0
,Arcane Eye,Abjuration,9,v s m,0,30,10
,Haste,Transmutation,3,v s m,0,0,8
,Clairvoyance,Illusions,5,v s m,30,90,10
,Acid Arrow,Evocation,7,v s m,60,90,0
,Secret Chest,Necromancy,9,m,60,120,8
,Clone,Divination,3,v s,60,90,0
,Hideous Laughter,Illusions,5,v s m,0,60,10
,Prismatic Wall,Evocation,1,v,0,30,8
,Rope Trick,Abjuration,7,v s,120,60,10
,Animal Shape,Enchantment,7,v,0,0,8
,Banishment,Evocation,4,v s m,30,30,10
,Acid Arrow,Divination,5,v,30,60,8
,Fireball,Conjuration,3,v,90,0,8
,Alarm,Enchantment,8,s,90,60,1
,Gust of Wind,Illusions,3,s,30,30,1
,Gust of Wind,Divination,9,s,60,120,1
,Arcane Lock,Evocation,3,v s,30,60,0
,Harm,Divination,10,v s,60,120,0
,Acid Splash,Illusions,6,v s,60,0,0
,Arcane Hand,Conjuration,4,v s,30,0,10
,Rope Trick,Enchantment,3,m,0,30,8
,Secret Chest,Divination,3,v s,120,90,8
,Color Spray,Enchantment,9,v s,90,90,8
,Gust of Wind,Divination,6,v,120,90,8
,Haste,Divination,10,v,60,120,10
,Alarm,Enchantment,7,s,60,30,8
,Rope Trick,Conjuration,9,v s,60,0,10
,Inflict Wounds,Illusions,4,v s m,90,0,1
,Gust of Wind,Enchantment,1,v,30,60,1
,Arcane Hand,Divination,10,m,0,0,10
,Fireball,Transmutation,9,v s m,30,120,1
,Alarm,Illusions,4,v s m,0,90,0
,Bane,Necromancy,1,v s m,60,60,1
,Clone,Enchantment,6,m,30,30,8
,Insect Plague,Necromancy,10,s,30,120,8
,Antipathy Sympathy,Evocation,3,v,0,30,1
,Beacon of Hope,Necromancy,5,v,30,0,0
,Arcane Hand,Divination,4,m,120,90,10
,Secret Chest,Evocation,6,s,0,90,8
,Hideous Laughter,Transmutation,10,m,90,30,1
,Animate Objects,Illusions,1,v s,90,120,10
,Antlife Shell,Divination,4,v,120,120,10
,Hideous Laughter,Transmutation,5,v s m,30,60,1
,Arcane Lock,Evocation,9,v s,0,60,0
,Acid Arrow,Divination,7,s,90,60,10
,Bane,Evocation,8,v s,90,120,1
,Clone,Divination,9,v s m,0,60,8
,Alarm,Necromancy,3,v s,120,0,1
,Freezing Sphere,Enchantment,2,v s,120,120,10
,Arcane Sword,Enchantment,4,v s,90,90,1
,Prismatic Wall,Illusions,10,v,120,30,0
,Animal Messenger,Necromancy,4,v s m,120,0,10
,Animal Messenger,Enchantment,6,s,60,0,8
,Clairvoyance,Transmutation,1,v s m,30,90,1
,Beacon of Hope,Abjuration,10,m,120,120,1
,Banishment,Illusions,6,m,0,0,10
,Insect Plague,Conjuration,1,m,120,90,0
,Arcane Hand,Evocation,8,v s,120,30,0
,Animate dead,Transmutation,2,v,120,60,8
,Sequester,Divination,2,v s,0,0,8
,Antimagic Field,Enchantment,3,v s m,0,30,10
,Prismatic Wall,Evocation,6,m,0,60,0
,Arcane Eye,Transmutation,8,v,60,60,8
,Animate Objects,Divination,7,v,120,90,0
,Antipathy Sympathy,Conjuration,7,v s,60,60,1
,Clairvoyance,Conjuration,2,v s,120,0,1
,Clone,Illusions,3,v,120,30,1
,Fly,Illusions,5,v,120,30,10
,Secret Chest,Divination,10,v s,0,30,8
,Freezing Sphere,Abjuration,4,m,60,90,0
,Secret Chest,Divination,1,v,90,120,0
,Secret Chest,Abjuration,7,v s,0,90,1
,Inflict Wounds,Enchantment,8,s,30,30,0
,Color Spray,Abjuration,10,v,90,30,0
,Banishment,Abjuration,6,v s,60,0,10
,Arcane Hand,Conjuration,3,v s,120,0,8
,Alarm,Transmutation,1,v,90,0,10
,Freezing Sphere,Necromancy,9,s,120,30,1
,Hideous Laughter,Transmutation,2,v s m,120,0,1
,Banishment,Conjuration,5,m,90,0,1
,Arcane Sword,Necromancy,1,v s,90,30,10
,Arcane Sword,Conjuration,5,m,0,60,1
,Fly,Transmutation,5,v s m,30,60,8
,Inflict Wounds,Necromancy,2,v s m,60,0,10
,Animal Shape,Enchantment,7,v s,120,120,1
,Aid,Transmutation,6,s,60,30,10
,Arcane Eye,Conjuration,5,v s m,30,0,1
,Animate Objects,Necromancy,5,v s,120,90,1
,Inflict Wounds,Enchantment,3,v s,0,120,1
,Animal Messenger,Enchantment,1,s,0,120,10
,Arcane Eye,Enchantment,1,v s,120,0,8
,Inflict Wounds,Abjuration,1,v,30,90,10
,Haste,Transmutation,3,s,30,90,10
,Antipathy Sympathy,Transmutation,1,s,120,120,8
,Insect Plague,Necromancy,1,v s,0,120,0
,Antimagic Field,Enchantment,8,v s,120,90,10
,Sequester,Transmutation,2,v,0,60,8
,Clairvoyance,Necromancy,1,m,90,120,0
,Secret Chest,Enchantment,6,m,120,90,8
,Hideous Laughter,Divination,7,v s,30,60,8
,Animal Shape,Illusions,3,v s,90,30,0
,Clone,Conjuration,10,v s,0,30,1
,Insect Plague,Enchantment,8,s,60,0,1
,Clone,Enchantment,9,v,30,0,1
,Clairvoyance,Evocation,6,v,60,120,0
,Clone,Transmutation,7,v s m,60,30,0
,Sequester,Enchantment,3,m,60,120,1
,Bane,Necromancy,3,s,60,30,8
,Alter Self,Abjuration,2,v,90,30,10
,Color Spray,Necromancy,6,v s m,120,90,8
,Sequester,Illusions,3,v s,30,0,8
,Bane,Evocation,5,v s,60,0,0
,Entangle,Evocation,1,v s m,30,90,10
,Antimagic Field,Necromancy,6,v s,60,90,10
,Animal Friendship,Transmutation,4,s,30,60,8
,Antlife Shell,Divination,7,m,60,60,10
,Rope Trick,Divination,6,m,0,60,10
,Animal Shape,Divination,3,v,90,30,10
,Haste,Divination,7,v s,0,90,8
,Arcane Eye,Enchantment,2,s,30,30,10
,Clairvoyance,Necromancy,2,v,30,30,1
,Animate Objects,Divination,5,m,90,30,8
,Prismatic Wall,Abjuration,7,s,60,30,8
,Harm,Divination,8,v s m,120,30,0
,Rope Trick,Divination,8,v s m,30,30,8
,Hideous Laughter,Necromancy,9,m,60,120,10
,Prismatic Wall,Illusions,5,v s,0,60,0
,Freezing Sphere,Divination,3,v s m,90,60,0
,Antimagic Field,Abjuration,10,v s m,30,0,0
,Insect Plague,Necromancy,9,v,90,90,8
,Gust of Wind,Abjuration,5,v,120,120,10
,Alarm,Conjuration,5,v s m,120,0,1
,Prismatic Wall,Illusions,9,v,30,30,0
,Secret Chest,Necromancy,4,s,0,60,1
,Clairvoyance,Enchantment,9,v s m,120,30,10
,Antlife Shell,Conjuration,10,v s,0,90,8
,Hideous Laughter,Divination,2,v s m,90,0,0
,Antlife Shell,Transmutation,6,m,120,90,1
,Aid,Conjuration,2,v s,120,0,10
,Clairvoyance,Divination,8,v,30,60,10
,Fireball,Divination,2,v s m,60,0,1
,Clairvoyance,Evocation,5,s,0,30,1
,Entangle,Transmutation,2,m,60,120,10
,Animate Objects,Abjuration,6,m,0,120,8
,Animal Shape,Divination,6,v s,60,0,8
,Harm,Evocation,6,v,0,30,0
,Clairvoyance,Transmutation,1,v s m,0,60,10
,Clairvoyance,Abjuration,1,s,60,90,1
,Clairvoyance,Illusions,8,v s m,90,30,0
,Clairvoyance,Evocation,3,s,60,90,8
,Arcane Hand,Abjuration,7,v s m,30,60,10
,Color Spray,Transmutation,6,v s m,0,90,8
,Animate Objects,Necromancy,8,v,60,60,1
,Acid Splash,Evocation,8,s,60,120,10
,Animal Shape,Evocation,5,m,120,120,8
,Beacon of Hope,Conjuration,8,s,60,30,1
,Animal Friendship,Illusions,7,v s m,120,120,0
,Entangle,Abjuration,10,s,30,90,0
,Animal Friendship,Illusions,2,v s m,0,0,10
,Bane,Divination,1,v,90,60,1
,Haste,Abjuration,4,v s,60,120,10
,Antlife Shell,Enchantment,2,v s m,60,90,0
,Banishment,Conjuration,4,v,90,60,0
,Banishment,Illusions,3,v s m,60,90,1
,Beacon of Hope,Necromancy,9,v s m,90,90,10
,Color Spray,Transmutation,9,v s,90,60,8
,Animate Objects,Abjuration,2,v,60,30,0
,Clairvoyance,Enchantment,4,v,90,120,8
,Animal Messenger,Transmutation,6,v s,60,30,0
,Color Spray,Divination,2,v,60,30,1
,Aid,Transmutation,4,v,0,120,8
,Aid,Transmutation,1,v s m,90,60,8
,Antimagic Field,Enchantment,3,v s,30,60,0
,Alarm,Enchantment,4,v,90,60,8
,Acid Splash,Conjuration,5,s,120,0,1
,Animate dead,Evocation,9,v s,60,0,1
,Alter Self,Abjuration,5,v,30,0,10
,Arcane Lock,Divination,4,v s m,0,90,10
,Animal Messenger,Divination,6,s,90,30,1
,Animal Friendship,Enchantment,8,v s,0,120,1
,Aid,Transmutation,6,v,0,0,0
,Inflict Wounds,Illusions,10,v,120,60,10
,Fireball,Divination,7,m,90,30,10
,Animal Friendship,Evocation,9,s,60,60,1
,Animal Shape,Conjuration,4,v s,90,120,8
,Beacon of Hope,Conjuration,1,v s m,90,30,8
,Prismatic Wall,Conjuration,9,v,90,120,0
,Freezing Sphere,Conjuration,1,s,60,120,0
,Antimagic Field,Divination,10,v s m,0,90,1
,Banishment,Conjuration,5,m,120,30,8
,Arcane Lock,Illusions,3,v,30,90,10
,Clairvoyance,Conjuration,7,v,120,30,1
,Insect Plague,Abjuration,10,v s m,120,120,0
,Antipathy Sympathy,Necromancy,4,m,90,30,10
,Entangle,Evocation,9,s,30,0,10
,Fly,Illusions,2,s,0,60,1
,Acid Arrow,Divination,10,v,0,30,8
,Haste,Transmutation,2,v s m,30,60,8
,Aid,Necromancy,6,v,120,30,8
,Antimagic Field,Evocation,7,v s,30,90,10
,Hideous Laughter,Illusions,5,v s m,120,30,8
,Antlife Shell,Abjuration,8,v,0,120,8
,Clone,Enchantment,9,m,0,30,1
,Clairvoyance,Enchantment,5,v s m,90,30,0
,Bane,Necromancy,5,v s m,120,90,8
,Entangle,Abjuration,1,m,120,30,0
,Alter Self,Abjuration,1,v s m,60,60,10
,Beacon of Hope,Conjuration,3,v s,90,120,10
,Insect Plague,Divination,5,m,60,0,10
,Arcane Eye,Necromancy,7,v s m,90,60,1
,Color Spray,Evocation,1,v s m,90,120,1
,Hideous Laughter,Conjuration,1,v s m,120,0,8
,Prismatic Wall,Conjuration,5,v s m,30,60,1
,Color Spray,Abjuration,7,v,0,120,1
,Banishment,Evocation,8,v,90,120,10
,Alarm,Illusions,6,v s m,120,0,1
,Arcane Hand,Evocation,2,v s,60,120,0
,Antimagic Field,Conjuration,9,s,90,30,1
,Secret Chest,Divination,1,s,90,0,0
,Alarm,Necromancy,5,v s m,30,0,8
,Alarm,Evocation,9,v s m,0,0,8
,Haste,Evocation,1,m,90,90,1
,Entangle,Illusions,9,v s,30,60,10
,Antipathy Sympathy,Illusions,6,v s,120,120,10
,Alarm,Enchantment,5,s,90,90,1
,Alter Self,Illusions,3,v,60,30,8
,Arcane Sword,Enchantment,5,v s m,120,60,10
,Enthrall,Necromancy,2,v,120,60,10
,Arcane Hand,Illusions,9,v s,60,60,1
,Animate dead,Evocation,3,s,30,30,1
,Secret Chest,Illusions,6,m,90,90,1
,Rope Trick,Illusions,8,v s m,0,60,1
,Alter Self,Conjuration,10,v s m,30,90,10
,Aid,Conjuration,9,s,30,60,10
,Animal Friendship,Conjuration,8,v s,30,120,1
,Secret Chest,Conjuration,2,s,120,30,0
,Aid,Enchantment,9,v s m,60,120,10
,Banishment,Enchantment,9,v s m,0,120,10
,Insect Plague,Divination,3,v s m,30,0,10
,Inflict Wounds,Conjuration,9,v s,30,60,8
,Animate Objects,Illusions,4,v s,120,60,8
,Bane,Transmutation,1,m,120,120,8
,Arcane Hand,Evocation,5,v s,0,120,8
,Beacon of Hope,Illusions,3,v,60,30,0
,Beacon of Hope,Illusions,5,v s m,0,90,0
,Animal Messenger,Divination,3,v,60,0,1
,Arcane Hand,Transmutation,10,v,0,90,10
,Gust of Wind,Enchantment,9,v s,60,0,8
,Clone,Abjuration,5,s,120,0,1
,Haste,Enchantment,1,v s,30,30,1
,Bane,Conjuration,2,v s,120,60,10
,Aid,Necromancy,4,m,90,30,1
,Antlife Shell,Illusions,10,v s m,0,90,8
,Antimagic Field,Divination,3,m,120,0,0
,Arcane Lock,Abjuration,1,m,90,0,10
,Bane,Transmutation,1,v s m,60,30,1
,Alarm,Transmutation,5,m,120,30,1
,Antimagic Field,Evocation,6,v s,30,0,8
,Inflict Wounds,Transmutation,10,v s m,30,120,0
,Arcane Hand,Enchantment,6,s,90,0,8
,Entangle,Enchantment,7,v,60,60,10
,Acid Splash,Abjuration,2,v s m,30,30,0
,Hideous Laughter,Evocation,4,v s,120,30,0
,Aid,Enchantment,4,v s m,60,90,8
,Hideous Laughter,Abjuration,7,s,90,120,8
,Hideous Laughter,Conjuration,4,v s,90,90,10
,Animal Messenger,Necromancy,4,v,0,0,10
,Freezing Sphere,Transmutation,10,v s,30,120,1
,Banishment,Illusions,8,m,30,30,0
,Banishment,Divination,7,v s m,90,60,0
,Freezing Sphere,Enchantment,5,v,0,60,1
,Freezing Sphere,Transmutation,9,v s m,30,60,1
,Animate dead,Evocation,3,v,0,30,1
,Insect Plague,Enchantment,3,v s,0,120,1
,Animal Friendship,Transmutation,3,v,0,60,1
,Gust of Wind,Necromancy,3,v s,30,30,10
,Gust of Wind,Abjuration,7,m,90,90,0
,Inflict Wounds,Divination,3,m,30,120,1
,Color Spray,Enchantment,5,v s,120,90,8
,Bane,Divination,2,s,60,60,1
,Harm,Necromancy,6,v s m,30,30,0
,Alarm,Abjuration,8,v s m,90,0,8
,Animate Objects,Evocation,2,v,90,120,0
,Prismatic Wall,Abjuration,9,v,0,0,8
,Antipathy Sympathy,Necromancy,8,v,60,30,1
,Animal Messenger,Enchantment,1,m,30,0,10
,Entangle,Transmutation,1,v,60,90,0
,Haste,Conjuration,8,v s m,0,0,8
,Acid Splash,Conjuration,9,v,60,60,10
,Prismatic Wall,Conjuration,5,v s m,30,60,1
,Rope Trick,Illusions,5,m,90,90,1
,Alarm,Enchantment,2,s,60,120,0
,Haste,Transmutation,8,v s,0,90,1
,Beacon of Hope,Enchantment,1,m,90,120,10
,Hideous Laughter,Conjuration,8,v s,30,120,10
,Prismatic Wall,Enchantment,8,v s,120,0,8
,Haste,Divination,5,v,0,120,10
,Arcane Eye,Enchantment,2,v,30,30,0
,Arcane Lock,Illusions,9,s,0,120,1
,Clairvoyance,Divination,2,v s,90,0,8
,Fireball,Divination,6,m,120,30,1
,Secret Chest,Abjuration,3,s,120,60,0
,Animate dead,Divination,10,v,30,0,8
,Harm,Abjuration,6,s,90,90,0
,Haste,Illusions,2,v s m,60,120,0
,Arcane Lock,Evocation,6,m,60,30,1
,Arcane Sword,Divination,10,s,90,60,0
,Acid Arrow,Conjuration,3,v s m,0,0,8
,Animate dead,Illusions,3,m,60,90,1
,Animal Messenger,Illusions,8,v,0,30,1
,Animate dead,Conjuration,1,s,90,0,10
,Insect Plague,Necromancy,3,v,60,60,1
,Animal Shape,Abjuration,8,s,0,90,0
,Fly,Abjuration,3,m,120,60,0
,Beacon of Hope,Abjuration,10,m,0,60,8
,Fireball,Enchantment,3,v s,60,120,1
,Antipathy Sympathy,Illusions,5,s,30,0,0
,Alarm,Enchantment,5,v s,60,0,0
,Antipathy Sympathy,Evocation,10,s,90,30,1
,Enthrall,Transmutation,5,v s,30,90,8
,Banishment,Divination,4,v,90,30,0
,Secret Chest,Abjuration,1,s,0,60,1
,Hideous Laughter,Conjuration,1,m,120,30,10
,Aid,Divination,6,v s,120,90,10
,Insect Plague,Abjuration,1,v s m,30,120,8
,Prismatic Wall,Abjuration,2,v s,60,120,1
,Clone,Divination,7,v s m,30,0,1
,Hideous Laughter,Enchantment,4,v,120,90,0
,Haste,Transmutation,1,m,90,120,10
,Animal Messenger,Conjuration,7,v,30,90,8
,Animal Shape,Divination,4,v s,120,90,8
,Arcane Eye,Evocation,6,s,60,60,8
,Rope Trick,Necromancy,6,v s,120,30,8
,Harm,Transmutation,4,v s m,90,0,8
,Clairvoyance,Evocation,9,v s m,90,60,10
,Secret Chest,Enchantment,9,m,30,120,1
,Acid Splash,Abjuration,3,m,120,60,1
,Insect Plague,Illusions,5,v s m,0,90,1
,Animal Shape,Evocation,7,m,60,30,8
,Insect Plague,Transmutation,10,m,30,0,1
,Acid Arrow,Enchantment,1,s,90,60,10
,Rope Trick,Necromancy,2,m,90,120,1
,Antimagic Field,Divination,4,m,60,90,1
,Fireball,Illusions,10,s,30,90,1
,Entangle,Abjuration,4,v s m,120,0,8
,Animal Friendship,Necromancy,3,v s,0,90,0
,Fly,Illusions,6,s,90,60,1
,Antimagic Field,Enchantment,7,v s m,30,60,10
,Animal Messenger,Enchantment,6,v,0,90,10
,Acid Splash,Necromancy,10,v,60,90,8
,Acid Arrow,Enchantment,8,v s m,30,120,1
,Animal Messenger,Transmutation,4,v,0,120,0
,Animate dead,Abjuration,4,m,30,90,0
,Clairvoyance,Evocation,1,v s m,0,0,1
,Aid,Abjuration,3,v s,90,120,1
,Arcane Sword,Conjuration,8,v s,0,30,8
,Harm,Enchantment,6,v,90,60,10
,Secret Chest,Illusions,7,v s m,120,30,1
,Alter Self,Transmutation,4,s,120,90,8
,Clone,Necromancy,9,m,120,0,0
,Arcane Lock,Illusions,7,v,90,120,0
,Prismatic Wall,Divination,3,s,120,30,8
,Animal Shape,Abjuration,1,v,120,60,10
,Arcane Sword,Enchantment,4,v s m,60,30,0
,Fireball,Divination,1,m,120,120,10
,Inflict Wounds,Enchantment,5,v,30,120,1
,Animate Objects,Enchantment,8,s,60,0,1
,Fireball,Divination,6,m,90,120,0
,Arcane Sword,Necromancy,5,v,120,90,10
,Beacon of Hope,Illusions,2,v s m,0,30,0
,Acid Arrow,Divination,7,v,0,60,10
,Antimagic Field,Evocation,3,v s m,60,30,0
,Arcane Lock,Divination,2,v s m,90,60,10
,Antimagic Field,Conjuration,1,v s m,0,0,10
,Arcane Sword,Conjuration,5,v s,90,0,10
,Gust of Wind,Evocation,10,s,30,120,0
,Acid Arrow,Abjuration,8,v,60,30,1
,Fly,Evocation,1,v s m,120,90,1
,Inflict Wounds,Evocation,9,s,30,0,0
,Antimagic Field,Abjuration,8,s,60,60,1
,Enthrall,Enchantment,7,s,90,60,8
,Sequester,Divination,2,v s m,90,120,10
,Animate Objects,Transmutation,6,v s,60,90,8
,Arcane Sword,Enchantment,7,m,60,0,1
,Prismatic Wall,Enchantment,1,v,90,120,0
,Animal Messenger,Enchantment,9,m,90,0,10
,Secret Chest,Abjuration,1,v,0,30,0
,Antimagic Field,Illusions,1,m,90,120,8
,Inflict Wounds,Conjuration,6,s,30,60,10
,Insect Plague,Abjuration,3,s,30,60,1
,Antipathy Sympathy,Necromancy,5,v s,90,60,0
,Fireball,Enchantment,8,v s,30,90,10
,Gust of Wind,Illusions,1,v s m,60,120,10
,Antipathy Sympathy,Divination,2,v,0,90,0
,Arcane Hand,Enchantment,7,m,120,30,8
,Banishment,Divination,3,v s m,0,90,1
,Banishment,Evocation,5,v s,90,30,1
,Arcane Lock,Conjuration,3,m,120,30,8
,Secret Chest,Divination,2,m,90,90,10
,Acid Arrow,Evocation,10,v s m,90,90,0
,Fireball,Conjuration,2,v s m,0,90,8
,Enthrall,Evocation,6,v,120,30,8
,Alter Self,Divination,4,m,0,120,0
,Inflict Wounds,Divination,3,v s m,0,60,1
,Alarm,Enchantment,1,v,0,90,1
,Prismatic Wall,Transmutation,9,s,90,90,1
,Rope Trick,Divination,3,v s m,60,60,10
,Arcane Sword,Divination,2,v s,90,0,0
,Haste,Divination,10,m,0,30,0
,Acid Splash,Transmutation,6,v,30,30,10
,Fireball,Divination,2,s,120,90,10
,Fireball,Conjuration,5,v,60,60,0
,Animal Messenger,Conjuration,10,v s m,60,120,1
,Alter Self,Necromancy,2,m,30,30,1
,Aid,Illusions,4,m,120,120,8
,Gust of Wind,Conjuration,8,s,90,120,8
,Antimagic Field,Enchantment,10,m,90,60,0
,Rope Trick,Divination,3,s,60,0,10
,Antlife Shell,Divination,5,v,60,0,10
,Entangle,Divination,6,m,120,30,1
,Banishment,Evocation,7,v s m,0,0,0
,Sequester,Transmutation,2,s,30,120,0
,Enthrall,Conjuration,10,s,30,120,1
,Inflict Wounds,Necromancy,9,v,0,30,10
,Haste,Divination,7,m,90,120,0
,Hideous Laughter,Transmutation,7,v s m,0,30,10
,Gust of Wind,Enchantment,2,v s m,0,90,1
,Rope Trick,Enchantment,10,v,120,120,10
,Animal Friendship,Conjuration,1,v s,90,0,8
,Animal Friendship,Transmutation,3,v s m,60,90,0
,Entangle,Divination,1,m,30,60,0
,Fly,Conjuration,2,v s,90,120,10
,Secret Chest,Evocation,3,v s,30,120,8
,Sequester,Abjuration,8,v s m,60,120,8
,Hideous Laughter,Illusions,6,s,30,120,10
,Harm,Illusions,6,v s m,0,120,10
,Clone,Conjuration,1,s,0,0,8
,Arcane Eye,Enchantment,10,s,0,90,10
,Hideous Laughter,Conjuration,6,m,90,60,8
,Animate dead,Divination,9,v s,120,120,10
,Arcane Sword,Abjuration,2,m,120,30,8
,Enthrall,Transmutation,7,v s m,120,0,1
,Aid,Conjuration,6,v s,90,120,1
,Color Spray,Enchantment,5,m,90,120,10
,Color Spray,Enchantment,9,m,60,0,1
,Beacon of Hope,Illusions,2,s,60,30,1
,Color Spray,Necromancy,5,v s m,60,60,0
,Banishment,Illusions,6,v,30,60,0
,Arcane Sword,Conjuration,6,v,120,30,8
,Arcane Eye,Evocation,6,v s,120,120,1
,Arcane Sword,Divination,4,v,60,30,10
,Antlife Shell,Conjuration,9,s,60,0,10
,Fly,Abjuration,5,v s,30,0,1
,Prismatic Wall,Abjuration,8,v s,120,60,1
,Antlife Shell,Transmutation,6,s,0,0,0
,Beacon of Hope,Abjuration,5,v s,0,90,1
,Antlife Shell,Transmutation,7,v,0,60,10
,Prismatic Wall,Evocation,4,v s,120,60,8
,Prismatic Wall,Transmutation,1,v s,0,30,1
,Animate dead,Enchantment,8,v,90,0,8
,Rope Trick,Transmutation,7,v s,90,0,1
,Bane,Conjuration,8,v s,0,90,10
,Color Spray,Abjuration,7,v s,0,0,10
,Color Spray,Transmutation,1,v,120,120,8
,Prismatic Wall,Conjuration,4,v s,0,60,1
,Banishment,Necromancy,8,v s,30,0,1
,Animal Shape,Necromancy,10,s,120,0,1
,Gust of Wind,Enchantment,8,v s,90,120,10
,Animal Messenger,Illusions,5,s,0,30,1
,Animal Shape,Transmutation,10,s,0,30,8
,Harm,Necromancy,5,s,60,0,10
,Animal Friendship,Enchantment,1,v,120,30,8
,Arcane Eye,Conjuration,1,v s m,120,90,8
,Alter Self,Divination,6,v s m,30,90,8
,Animate Objects,Divination,2,v s,120,30,1
,Beacon of Hope,Enchantment,9,v,30,90,1
,Harm,Divination,6,m,90,120,1
,Animal Messenger,Illusions,1,v,120,30,10
