E_ID,Eq_Name,Price
,Bell,352
,Arrows,988
,Amulet,460
,Staff,333
,Armor,487
,Spring Mistletoe,558
,Alchemist Fire,347
,Blanket,868
,Crystal,522
,Reliquary,102
,Block and Tackle,602
,Antitoxin,174
,Basket,421
,Blowgun Needles,635
,Weapon,883
,Weapon,44
,Blowgun Needles,628
,Barrel,987
,Orb,828
,Abacus,285
,Amulet,141
,Rod,318
,Backpack,135
,Ball Bearings,178
,Block and Tackle,5
,Wand,854
,Staff,821
,Blowgun Needles,21
,Emblem,751
,Weapon,369
,Bell,180
,Crossbow Bolts,915
,Crossbow Bolts,79
,Bedroll,784
,Basket,365
,Ball Bearings,619
,Antitoxin,879
,Ball Bearings,845
,Alchemist Fire,672
,Block and Tackle,43
,Bell,822
,Basket,722
,Bedroll,385
,Orb,780
,Spring Mistletoe,983
,Crossbow Bolts,257
,Orb,491
,Totem,943
,Candle,983
,Candle,895
,Armor,416
,Block and Tackle,524
,Basket,226
,Weapon,794
,Reliquary,471
,Acid,397
,Barrel,962
,Bell,26
,Orb,73
,Alchemist Fire,573
,Orb,325
,Abacus,638
,Bedroll,180
,Ball Bearings,547
,Yew Wand,772
,Totem,375
,Sling Bullets,523
,Antitoxin,677
,Weapon,205
,Wooden Staff,113
,Orb,79
,Barrel,167
,Yew Wand,10
,Treasure,220
,Crossbow Bolts,302
,Abacus,371
,Armor,522
,Spring Mistletoe,818
,Blanket,254
,Orb,3
,Candle,685
,Candle,865
,Acid,395
,Candle,929
,Wooden Staff,92
,Acid,614
,Wand,700
,Treasure,408
,Alchemist Fire,69
,Ball Bearings,953
,Totem,523
,Totem,229
,Emblem,902
,Candle,685
,Blanket,808
,Staff,116
,Arrows,835
,Barrel,890
,Basket,219
,Orb,490
,Weapon,211
,Blanket,311
,Blanket,364
,Wooden Staff,639
,Bell,787
,Crossbow Bolts,967
,Spring Mistletoe,909
,Arrows,238
,Barrel,276
,Armor,821
,Yew Wand,105
,Backpack,685
,Bedroll,60
,Alchemist Fire,942
,Alchemist Fire,718
,Ball Bearings,821
,Totem,342
,Armor,370
,Basket,245
,Reliquary,76
,Wand,67
,Reliquary,224
,Armor,41
,Spring Mistletoe,82
,Basket,255
,Weapon,522
,Backpack,629
,Barrel,808
,Alchemist Fire,403
,Bell,716
,Totem,85
,Rod,473
,Ball Bearings,717
,Sling Bullets,531
,Yew Wand,949
,Sling Bullets,921
,Staff,931
,Yew Wand,975
,Emblem,307
,Basket,801
,Spring Mistletoe,97
,Alchemist Fire,597
,Alchemist Fire,540
,Bell,930
,Alchemist Fire,281
,Sling Bullets,428
,Spring Mistletoe,106
,Spring Mistletoe,157
,Abacus,308
,Ball Bearings,347
,Antitoxin,595
,Bell,870
,Spring Mistletoe,949
,Wooden Staff,503
,Emblem,635
,Wooden Staff,999
,Arrows,88
,Yew Wand,60
,Acid,769
,Emblem,9
,Treasure,237
,Staff,750
,Alchemist Fire,957
,Amulet,356
,Blanket,547
,Reliquary,529
,Rod,908
,Arrows,758
,Blowgun Needles,375
,Staff,554
,Yew Wand,348
,Candle,463
,Totem,468
,Basket,310
,Armor,240
,Orb,455
,Totem,74
,Wooden Staff,523
,Basket,429
,Wooden Staff,227
,Amulet,180
,Candle,438
,Block and Tackle,139
,Rod,993
,Ball Bearings,837
,Emblem,84
,Blowgun Needles,228
,Blanket,446
,Acid,561
,Antitoxin,494
,Amulet,962
,Crossbow Bolts,736
,Bell,879
,Reliquary,985
,Alchemist Fire,611
,Treasure,539
,Crystal,94
,Block and Tackle,407
,Crystal,384
,Reliquary,414
,Acid,128
,Crystal,353
,Crossbow Bolts,528
,Block and Tackle,565
,Armor,223
,Bedroll,880
,Rod,796
,Yew Wand,446
,Amulet,501
,Ball Bearings,170
,Weapon,217
,Weapon,225
,Weapon,896
,Emblem,706
,Bedroll,732
,Yew Wand,43
,Weapon,644
,Reliquary,121
,Orb,672
,Orb,519
,Armor,738
,Totem,741
,Emblem,8
,Candle,241
,Block and Tackle,18
,Wooden Staff,603
,Reliquary,820
,Abacus,496
,Weapon,857
,Treasure,842
,Block and Tackle,560
,Arrows,723
,Wooden Staff,25
,Wooden Staff,848
,Blowgun Needles,505
,Weapon,827
,Emblem,860
,Spring Mistletoe,427
,Block and Tackle,327
,Barrel,722
,Bedroll,327
,Emblem,106
,Block and Tackle,791
,Antitoxin,217
,Spring Mistletoe,120
,Wooden Staff,423
,Weapon,795
,Wand,951
,Bell,990
,Basket,332
,Acid,913
,Basket,455
,Yew Wand,222
,Armor,806
,Wand,775
,Rod,191
,Weapon,787
,Staff,962
,Bedroll,541
,Wooden Staff,39
,Alchemist Fire,328
,Amulet,663
,Blowgun Needles,712
,Crystal,732
,Arrows,281
,Acid,880
,Wand,2
,Alchemist Fire,791
,Acid,73
,Reliquary,787
,Crossbow Bolts,715
,Barrel,135
,Crossbow Bolts,52
,Treasure,95
,Acid,800
,Wooden Staff,90
,Alchemist Fire,721
,Reliquary,595
,Blanket,924
,Sling Bullets,762
,Wooden Staff,905
,Crystal,99
,Armor,899
,Basket,982
,Crystal,553
,Treasure,869
,Crystal,720
,Backpack,643
,Staff,967
,Arrows,697
,Spring Mistletoe,215
,Candle,491
,Crossbow Bolts,403
,Candle,180
,Yew Wand,964
,Crystal,135
,Emblem,491
,Blanket,635
,Acid,72
,Antitoxin,537
,Amulet,95
,Emblem,707
,Basket,60
,Rod,18
,Totem,415
,Arrows,620
,Crystal,541
,Basket,483
,Block and Tackle,304
,Antitoxin,737
,Orb,759
,Orb,2
,Block and Tackle,578
,Totem,160
,Arrows,105
,Staff,680
,Block and Tackle,280
,Sling Bullets,250
,Basket,537
,Spring Mistletoe,520
,Crystal,318
,Treasure,654
,Wand,909
,Acid,86
,Totem,120
,Bedroll,67
,Treasure,445
,Yew Wand,543
,Backpack,505
,Blanket,342
,Bell,548
,Armor,701
,Orb,879
,Blanket,906
,Armor,985
,Antitoxin,630
,Abacus,734
,Basket,46
,Bell,371
,Rod,96
,Yew Wand,848
,Totem,263
,Arrows,805
,Ball Bearings,529
,Acid,194
,Reliquary,163
,Amulet,740
,Sling Bullets,725
,Reliquary,974
,Sling Bullets,52
,Bell,802
,Bell,661
,Candle,440
,Abacus,240
,Totem,477
,Amulet,446
,Bedroll,930
,Blanket,242
,Barrel,268
,Weapon,150
,Barrel,454
,Blanket,539
,Amulet,48
,Ball Bearings,321
,Bedroll,270
,Wooden Staff,618
,Sling Bullets,879
,Acid,184
,Bedroll,230
,Arrows,114
,Spring Mistletoe,342
,Wooden Staff,559
,Emblem,92
,Spring Mistletoe,513
,Rod,950
,Blanket,405
,Blowgun Needles,895
,Staff,512
,Weapon,821
,Blowgun Needles,136
,Antitoxin,693
,Barrel,715
,Acid,220
,Weapon,676
,Yew Wand,941
,Spring Mistletoe,621
,Weapon,335
,Crystal,265
,Armor,577
,Amulet,919
,Bell,609
,Crystal,504
,Wand,107
,Blowgun Needles,321
,Emblem,45
,Ball Bearings,389
,Rod,120
,Totem,403
,Reliquary,473
,Block and Tackle,805
,Treasure,619
,Reliquary,955
,Treasure,731
,Emblem,794
,Staff,719
,Yew Wand,282
,Bedroll,763
,Abacus,787
,Reliquary,409
,Blanket,594
,Totem,811
,Reliquary,798
,Crystal,36
,Bedroll,206
,Spring Mistletoe,588
,Bell,620
,Blanket,554
,Blowgun Needles,843
,Sling Bullets,816
,Rod,322
,Bell,730
,Treasure,233
,Wand,795
,Orb,378
,Totem,553
,Armor,53
,Ball Bearings,178
,Arrows,377
,Arrows,155
,Basket,526
,Crossbow Bolts,623
,Sling Bullets,638
,Weapon,691
,Emblem,11
,Crystal,127
,Backpack,837
,Totem,556
,Basket,590
,Spring Mistletoe,989
,Acid,766
,Abacus,742
,Abacus,882
,Alchemist Fire,368
,Spring Mistletoe,628
,Bell,91
,Basket,954
,Acid,359
,Sling Bullets,310
,Blanket,78
,Crystal,773
,Ball Bearings,676
,Crossbow Bolts,614
,Block and Tackle,541
,Emblem,425
,Ball Bearings,99
,Orb,954
,Crossbow Bolts,595
,Crystal,905
,Acid,105
,Crossbow Bolts,263
,Antitoxin,163
,Emblem,488
,Blanket,753
,Abacus,845
,Arrows,396
,Backpack,187
,Bell,49
,Abacus,347
,Bedroll,22
,Basket,92
,Bell,679
,Rod,138
,Armor,461
,Amulet,677
,Emblem,723
,Ball Bearings,876
,Blanket,321
,Candle,966
,Blanket,976
,Sling Bullets,211
,Reliquary,368
,Basket,958
,Ball Bearings,805
,Sling Bullets,4
,Barrel,100
,Orb,46
,Amulet,734
,Abacus,621
,Crossbow Bolts,116
,Block and Tackle,577
,Sling Bullets,119
,Bedroll,555
,Bell,502
,Ball Bearings,313
,Arrows,901
,Yew Wand,72
,Alchemist Fire,805
,Emblem,181
,Staff,584
,Acid,159
,Blanket,597
,Armor,523
,Bell,151
,Candle,388
,Armor,453
,Abacus,252
,Backpack,440
,Abacus,1000
,Emblem,952
,Rod,531
,Treasure,173
,Barrel,514
,Ball Bearings,349
,Totem,5
,Sling Bullets,757
,Antitoxin,798
,Bell,287
,Staff,877
,Barrel,647
,Basket,595
,Rod,311
,Amulet,322
,Wooden Staff,98
,Reliquary,526
,Totem,578
,Staff,674
,Basket,204
,Sling Bullets,474
,Blanket,415
,Acid,97
,Antitoxin,625
,Rod,621
,Blanket,836
,Candle,715
,Barrel,365
,Treasure,281
,Blanket,122
,Wand,613
,Orb,239
,Weapon,314
,Treasure,786
,Antitoxin,115
,Rod,720
,Candle,97
,Wooden Staff,482
,Rod,64
,Alchemist Fire,882
,Acid,684
,Alchemist Fire,706
,Wand,532
,Staff,671
,Reliquary,301
,Yew Wand,300
,Crystal,768
,Basket,30
,Weapon,402
,Crossbow Bolts,525
,Backpack,542
,Basket,834
,Blanket,69
,Bedroll,374
,Staff,728
,Crossbow Bolts,923
,Ball Bearings,25
,Staff,362
,Basket,352
,Abacus,681
,Block and Tackle,867
,Ball Bearings,896
,Blanket,536
,Blanket,62
,Armor,87
,Arrows,872
,Ball Bearings,386
,Armor,807
,Abacus,46
,Bedroll,678
,Candle,463
,Alchemist Fire,796
,Crossbow Bolts,349
,Totem,367
,Ball Bearings,165
,Blowgun Needles,614
,Treasure,43
,Reliquary,992
,Backpack,469
,Barrel,810
,Blanket,121
,Staff,44
,Crossbow Bolts,634
,Barrel,79
,Sling Bullets,23
,Antitoxin,60
,Candle,485
,Crossbow Bolts,279
,Spring Mistletoe,345
,Treasure,994
,Totem,472
,Amulet,116
,Totem,578
,Wooden Staff,848
,Bedroll,867
,Amulet,684
,Wooden Staff,631
,Acid,758
,Block and Tackle,682
,Block and Tackle,43
,Bell,454
,Basket,655
,Armor,648
,Basket,805
,Spring Mistletoe,421
,Abacus,265
,Arrows,338
,Crystal,446
,Blowgun Needles,896
,Basket,721
,Armor,510
,Bell,325
,Reliquary,777
,Rod,71
,Ball Bearings,161
,Acid,74
,Block and Tackle,455
,Blowgun Needles,201
,Ball Bearings,829
,Sling Bullets,381
,Amulet,52
,Antitoxin,449
,Treasure,232
,Staff,138
,Spring Mistletoe,308
,Totem,640
,Yew Wand,909
,Emblem,498
,Abacus,590
,Alchemist Fire,362
,Block and Tackle,719
,Spring Mistletoe,526
,Abacus,935
,Crossbow Bolts,932
,Bedroll,630
,Antitoxin,629
,Weapon,787
,Crystal,620
,Acid,906
,Reliquary,728
,Armor,332
,Totem,861
,Rod,8
,Arrows,488
,Ball Bearings,659
,Wand,221
,Sling Bullets,874
,Wand,398
,Weapon,311
,Ball Bearings,436
,Alchemist Fire,301
,Crossbow Bolts,490
,Barrel,594
,Treasure,32
,Wooden Staff,763
,Backpack,267
,Block and Tackle,586
,Acid,659
,Block and Tackle,492
,Acid,410
,Bedroll,237
,Orb,402
,Wooden Staff,546
,Bell,130
,Weapon,510
,Totem,442
,Armor,280
,Basket,674
,Acid,397
,Acid,920
,Rod,407
,Totem,150
,Crossbow Bolts,190
,Totem,310
,Crossbow Bolts,504
,Sling Bullets,319
,Wand,965
,Sling Bullets,748
,Blanket,903
,Armor,542
,Spring Mistletoe,602
,Barrel,634
,Spring Mistletoe,369
,Wooden Staff,329
,Crystal,571
,Rod,195
,Totem,980
,Spring Mistletoe,104
,Yew Wand,365
,Backpack,39
,Armor,16
,Yew Wand,723
,Alchemist Fire,199
,Acid,381
,Wand,677
,Yew Wand,172
,Arrows,361
,Armor,447
,Antitoxin,394
,Armor,799
,Emblem,665
,Crossbow Bolts,612
,Antitoxin,14
,Ball Bearings,49
,Abacus,156
,Arrows,706
,Orb,418
,Amulet,566
,Alchemist Fire,474
,Totem,910
,Arrows,934
,Antitoxin,997
,Basket,857
,Blanket,488
,Bedroll,342
,Rod,304
,Ball Bearings,429
,Sling Bullets,570
,Weapon,695
,Totem,938
,Orb,301
,Acid,810
,Abacus,6
,Basket,127
,Weapon,152
,Wand,967
,Bedroll,759
,Wand,233
,Basket,566
,Bell,619
,Candle,875
,Basket,806
,Sling Bullets,492
,Bell,711
,Alchemist Fire,433
,Orb,421
,Weapon,523
,Reliquary,784
,Armor,126
,Weapon,617
,Arrows,508
,Weapon,753
,Wand,630
,Treasure,853
,Block and Tackle,480
,Barrel,532
,Emblem,574
,Abacus,559
,Rod,411
,Wand,143
,Candle,744
,Basket,774
,Spring Mistletoe,226
,Treasure,573
,Yew Wand,172
,Spring Mistletoe,517
,Weapon,937
,Acid,673
,Candle,711
,Crystal,94
,Treasure,967
,Blowgun Needles,394
,Spring Mistletoe,470
,Treasure,253
,Ball Bearings,31
,Bell,913
,Rod,778
,Alchemist Fire,154
,Blanket,215
,Amulet,372
,Yew Wand,415
,Crossbow Bolts,901
,Antitoxin,399
,Emblem,353
,Bell,895
,Armor,868
,Wooden Staff,16
,Treasure,724
,Rod,23
,Abacus,401
,Rod,743
,Emblem,133
,Weapon,307
,Emblem,909
,Emblem,26
,Totem,818
,Backpack,704
,Amulet,637
,Treasure,228
,Blowgun Needles,1000
,Treasure,725
,Acid,689
,Abacus,448
,Reliquary,334
,Backpack,229
,Crossbow Bolts,452
,Wooden Staff,857
,Wand,57
,Blanket,695
,Wand,671
,Weapon,980
,Orb,495
,Alchemist Fire,31
,Acid,873
,Block and Tackle,711
,Basket,304
,Crossbow Bolts,226
,Barrel,931
,Wooden Staff,693
,Crystal,949
,Yew Wand,399
,Staff,744
,Sling Bullets,501
,Basket,995
,Blanket,206
,Acid,878
,Acid,742
,Reliquary,77
,Antitoxin,765
,Emblem,641
,Block and Tackle,799
,Candle,984
,Basket,674
,Totem,49
,Emblem,754
,Bedroll,622
,Basket,328
,Arrows,101
,Reliquary,362
,Reliquary,179
,Blowgun Needles,591
,Alchemist Fire,509
,Treasure,467
,Treasure,275
,Sling Bullets,544
,Weapon,379
,Arrows,938
,Crossbow Bolts,494
,Reliquary,969
,Reliquary,352
,Acid,427
,Reliquary,113
,Basket,231
,Crossbow Bolts,318
,Wooden Staff,721
,Staff,518
,Bell,124
,Crossbow Bolts,180
,Blowgun Needles,616
,Amulet,665
,Block and Tackle,557
,Blowgun Needles,878
,Backpack,675
,Antitoxin,902
,Amulet,91
,Ball Bearings,925
,Backpack,179
,Candle,59
,Antitoxin,374
,Yew Wand,162
,Ball Bearings,19
,Staff,736
,Reliquary,486
,Barrel,547
,Wooden Staff,254
,Totem,711
,Basket,259
,Antitoxin,53
,Weapon,592
,Staff,313
,Emblem,451
,Sling Bullets,478
,Yew Wand,4
,Rod,313
,Blanket,887
,Weapon,385
,Emblem,486
,Treasure,693
,Alchemist Fire,746
,Acid,856
,Arrows,148
,Weapon,437
,Crossbow Bolts,549
,Emblem,355
,Acid,439
,Reliquary,259
,Reliquary,141
,Blowgun Needles,471
,Bedroll,904
,Wooden Staff,181
,Antitoxin,225
,Emblem,499
,Bedroll,272
,Treasure,422
,Amulet,853
,Block and Tackle,9
,Rod,373
,Sling Bullets,775
,Bedroll,855
,Staff,746
,Barrel,685
,Sling Bullets,3
,Backpack,316
,Crossbow Bolts,469
,Acid,699
,Yew Wand,425
,Block and Tackle,319
,Alchemist Fire,24
,Alchemist Fire,152
,Abacus,65
,Backpack,394
,Amulet,338
,Emblem,40
,Abacus,313
,Staff,856
,Block and Tackle,54
,Wand,491
,Treasure,296
,Acid,768
,Arrows,36
,Barrel,415
,Crossbow Bolts,31
,Yew Wand,44
,Blanket,329
,Antitoxin,197
,Staff,691
,Orb,201
,Bedroll,842
,Bell,724
,Armor,821
,Yew Wand,742
,Bell,483
,Bedroll,622
,Bell,216
,Emblem,599
,Orb,118
,Bell,763
,Totem,62
,Antitoxin,899
,Yew Wand,763
,Weapon,541
,Bedroll,654
,Spring Mistletoe,695
,Spring Mistletoe,451
,Staff,570
,Armor,943
,Antitoxin,135
,Alchemist Fire,469
,Treasure,390
,Candle,259
,Yew Wand,328
,Yew Wand,325
,Block and Tackle,198
,Sling Bullets,226
,Crossbow Bolts,623
,Bell,225
,Rod,436
,Ball Bearings,59
,Rod,349
,Bedroll,347
,Wooden Staff,920
,Basket,83
,Staff,136
,Candle,994
,Candle,458
,Block and Tackle,969
,Armor,819
,Barrel,857
,Rod,567
,Bell,736
,Basket,937
,Crystal,365
,Amulet,200
,Blanket,263
,Totem,216
,Candle,333
,Blowgun Needles,44
,Basket,410
,Arrows,641
,Ball Bearings,484
,Arrows,300
,Ball Bearings,616
,Reliquary,647
,Crystal,705
,Candle,455
,Block and Tackle,58
,Treasure,302
,Blowgun Needles,357
,Candle,316
,Abacus,215
,Antitoxin,824
,Barrel,749
,Basket,409
,Wooden Staff,985
,Antitoxin,534
,Candle,982
,Backpack,316
,Candle,47
,Wooden Staff,35
,Bell,91
,Staff,477
,Weapon,635
,Blowgun Needles,294
,Totem,60
,Acid,971
,Armor,176
,Blanket,409
,Blanket,87
,Basket,747
,Basket,644
,Orb,689
,Weapon,323
,Amulet,925
,Staff,788
,Weapon,40
,Abacus,83
,Amulet,652
,Antitoxin,834
,Arrows,253
,Emblem,932
,Amulet,752
,Emblem,88
,Rod,870
,Totem,412
,Antitoxin,993
,Blowgun Needles,632
,Amulet,133
,Orb,368
,Reliquary,464
,Totem,580
,Crossbow Bolts,448
,Sling Bullets,397
,Rod,842
,Candle,934
,Emblem,741
,Sling Bullets,943
,Crystal,721
,Antitoxin,766
,Crossbow Bolts,290
,Orb,210
,Weapon,834
,Totem,695
,Amulet,477
,Basket,922
,Crossbow Bolts,62
,Abacus,929
,Arrows,281
,Basket,597
,Treasure,113
,Emblem,388
,Spring Mistletoe,78
,Barrel,280
,Treasure,765
,Armor,247
,Abacus,371
,Bell,2
,Basket,730
,Bell,996
,Arrows,354
,Spring Mistletoe,791
,Amulet,557
,Orb,704
,Abacus,788
,Antitoxin,327
,Bell,988
,Abacus,760
,Candle,296
,Block and Tackle,856
,Treasure,917
,Rod,779
,Amulet,142
,Crystal,915
,Reliquary,906
,Staff,78
,Staff,111
,Barrel,584
,Sling Bullets,841
,Sling Bullets,719
,Sling Bullets,850
,Emblem,308
,Amulet,868
,Alchemist Fire,610
,Ball Bearings,855
,Sling Bullets,216
,Bedroll,729
,Weapon,594
,Candle,41
,Blanket,48
,Orb,713
,Crystal,431
,Staff,203
,Treasure,10
,Bell,528
,Bedroll,179
,Blowgun Needles,811
,Candle,614
,Crystal,87
,Crystal,446
,Barrel,441
,Wooden Staff,796
,Block and Tackle,466
,Staff,631
,Wooden Staff,615
,Emblem,575
,Wand,758
,Treasure,599
,Staff,107
,Abacus,346
,Rod,130
,Wand,68
,Armor,25
,Abacus,344
,Bell,853
,Yew Wand,652
,Orb,493
,Alchemist Fire,728
,Sling Bullets,28
,Sling Bullets,798
,Bell,700
,Crystal,616
,Orb,755
,Emblem,780
,Bell,151
,Backpack,648
,Staff,445
,Bell,917
,Block and Tackle,244
,Candle,797
,Ball Bearings,475
,Blowgun Needles,298
,Treasure,784
,Rod,741
,Bell,823
,Wand,402
,Totem,668
,Orb,423
,Candle,102
,Wand,85
,Backpack,89
,Blowgun Needles,706
,Staff,422
,Block and Tackle,404
,Basket,896
,Bell,646
,Crystal,302
,Wand,364
,Weapon,423
,Blowgun Needles,670
,Backpack,526
,Yew Wand,791
,Candle,732
,Crossbow Bolts,179
,Blanket,366
,Acid,836
,Bell,354
,Antitoxin,389
,Crystal,747
,Spring Mistletoe,376
,Arrows,721
,Bedroll,830
,Crossbow Bolts,750
,Sling Bullets,126
,Abacus,245
,Backpack,563
,Wooden Staff,309
,Bedroll,377
,Antitoxin,905
,Candle,49
,Arrows,740
,Staff,697
,Amulet,648
,Staff,661
,Acid,114
,Bedroll,809
,Treasure,21
,Acid,258
,Bedroll,6
,Backpack,535
,Basket,596
,Reliquary,544
,Ball Bearings,715
,Wand,46
,Blowgun Needles,826
,Crossbow Bolts,965
,Blanket,244
,Rod,704
,Abacus,429
,Amulet,220
,Bedroll,161
,Candle,472
,Alchemist Fire,378
,Emblem,237
,Emblem,710
,Wand,661
,Backpack,488
,Yew Wand,670
,Orb,691
,Basket,230
,Spring Mistletoe,218
,Sling Bullets,361
,Antitoxin,848
,Backpack,591
,Ball Bearings,337
,Weapon,29
,Candle,21
,Reliquary,181
,Weapon,577
,Candle,686
,Treasure,468
,Basket,940
,Sling Bullets,790
,Weapon,153
,Alchemist Fire,260
,Yew Wand,511
,Basket,619
,Yew Wand,990
,Weapon,256
,Blanket,468
,Yew Wand,138
,Blowgun Needles,768
,Spring Mistletoe,749
,Abacus,169
,Emblem,409
,Orb,986
,Sling Bullets,101
,Bedroll,968
,Abacus,494
,Crystal,308
,Bell,229
,Crossbow Bolts,928
,Bedroll,447
,Amulet,163
,Alchemist Fire,314
,Ball Bearings,580
,Alchemist Fire,993
,Orb,668
,Orb,915
,Alchemist Fire,797
,Totem,120
,Abacus,97
,Abacus,783
,Orb,573
,Barrel,639
,Bell,409
,Emblem,617
,Orb,506
,Reliquary,573
,Crossbow Bolts,288
,Basket,345
,Orb,622
,Antitoxin,899
,Emblem,585
,Staff,630
,Arrows,701
,Totem,539
,Wand,279
,Armor,907
,Armor,767
,Reliquary,505
,Rod,601
,Barrel,777
,Bedroll,859
,Totem,247
,Treasure,622
,Blowgun Needles,291
,Candle,954
,Staff,314
,Alchemist Fire,747
,Armor,929
,Bedroll,590
,Backpack,627
,Crossbow Bolts,67
,Blanket,706
,Barrel,282
,Arrows,814
,Totem,853
,Blanket,374
,Blanket,598
,Sling Bullets,559
,Antitoxin,680
,Wand,344
,Blowgun Needles,831
,Wand,440
,Bedroll,583
,Weapon,542
,Barrel,1
,Wand,440
,Armor,573
,Armor,607
,Totem,408
,Blowgun Needles,560
,Crystal,436
,Block and Tackle,946
,Basket,166
,Yew Wand,830
,Amulet,502
,Ball Bearings,833
,Barrel,527
,Armor,348
,Block and Tackle,242
,Emblem,770
,Reliquary,207
,Abacus,704
,Candle,942
,Arrows,229
,Yew Wand,1000
,Staff,16
,Weapon,895
,Crossbow Bolts,182
,Wooden Staff,698
,Staff,648
,Ball Bearings,495
,Backpack,643
,Blanket,742
,Yew Wand,929
,Totem,270
,Weapon,103
,Arrows,265
,Treasure,674
,Backpack,180
,Emblem,324
,Ball Bearings,88
,Spring Mistletoe,742
,Spring Mistletoe,687
,Weapon,383
,Yew Wand,967
,Abacus,505
,Arrows,725
,Treasure,224
,Backpack,468
,Bell,89
,Rod,153
,Wand,239
,Blowgun Needles,703
,Emblem,28
,Acid,534
,Abacus,613
,Orb,741
,Emblem,241
,Basket,130
,Rod,676
,Sling Bullets,716
,Wooden Staff,24
,Bell,917
,Wooden Staff,528
,Candle,807
,Acid,811
,Armor,467
,Armor,137
,Emblem,486
,Block and Tackle,926
,Bell,847
,Orb,40
,Emblem,852
,Barrel,944
,Orb,509
,Emblem,357
,Block and Tackle,650
,Spring Mistletoe,594
,Crystal,484
,Emblem,902
,Crossbow Bolts,749
,Acid,213
,Block and Tackle,361
,Weapon,948
,Wand,503
,Rod,846
,Bell,832
,Bedroll,728
,Backpack,405
,Candle,544
,Yew Wand,711
,Sling Bullets,958
,Totem,703
,Wand,367
,Armor,516
,Staff,102
,Backpack,649
,Amulet,400
,Alchemist Fire,361
,Weapon,817
,Block and Tackle,916
,Barrel,883
,Blanket,433
,Backpack,229
,Wooden Staff,473
,Bell,820
,Spring Mistletoe,900
,Wooden Staff,378
,Totem,110
,Sling Bullets,210
,Crystal,222
,Spring Mistletoe,627
,Orb,976
,Crossbow Bolts,438
,Blowgun Needles,304
,Armor,868
,Wand,421
,Basket,404
,Ball Bearings,197
,Crossbow Bolts,684
,Bedroll,669
,Abacus,158
,Yew Wand,123
,Arrows,325
,Blowgun Needles,114
,Backpack,771
,Staff,458
,Acid,272
,Wand,314
,Basket,330
,Amulet,28
,Acid,635
,Reliquary,403
,Candle,233
,Rod,397
,Spring Mistletoe,239
,Block and Tackle,413
,Acid,621
,Backpack,481
,Blowgun Needles,717
,Rod,706
,Basket,318
,Acid,345
,Backpack,551
,Yew Wand,897
,Alchemist Fire,166
,Bell,789
,Basket,847
,Weapon,475
,Spring Mistletoe,34
,Abacus,384
,Antitoxin,474
,Bell,786
,Orb,943
,Candle,535
,Yew Wand,823
,Amulet,569
,Acid,335
,Sling Bullets,904
,Crossbow Bolts,137
,Crystal,903
,Weapon,772
,Block and Tackle,576
,Orb,125
,Blanket,945
,Totem,607
,Bedroll,662
,Barrel,780
,Armor,297
,Ball Bearings,292
,Basket,11
,Bell,740
,Emblem,322
,Armor,807
,Rod,953
,Armor,597
,Emblem,811
,Spring Mistletoe,314
,Backpack,299
,Yew Wand,409
,Crystal,125
,Acid,269
,Abacus,412
,Backpack,951
,Bedroll,484
,Sling Bullets,292
,Alchemist Fire,313
,Spring Mistletoe,304
,Armor,160
,Blowgun Needles,593
,Acid,827
,Rod,181
,Block and Tackle,441
,Wooden Staff,376
,Weapon,498
,Sling Bullets,848
,Amulet,502
,Acid,193
,Amulet,709
,Bell,829
,Blowgun Needles,968
,Basket,275
,Staff,127
,Weapon,7
,Amulet,161
,Reliquary,405
,Crossbow Bolts,84
,Bedroll,741
,Emblem,114
,Backpack,247
,Sling Bullets,966
,Weapon,379
,Crystal,233
,Amulet,708
,Candle,827
,Weapon,631
,Blowgun Needles,414
,Rod,513
,Ball Bearings,750
,Antitoxin,977
,Emblem,610
,Ball Bearings,36
,Basket,553
,Bedroll,987
,Orb,897
,Alchemist Fire,331
,Armor,473
,Blowgun Needles,459
,Arrows,309
,Barrel,799
,Treasure,405
,Weapon,504
,Bell,178
,Blowgun Needles,897
,Blowgun Needles,561
,Blanket,957
,Blanket,843
,Backpack,168
,Block and Tackle,891
,Bedroll,318
,Yew Wand,783
,Ball Bearings,375
,Blanket,963
,Backpack,913
,Amulet,284
,Barrel,165
,Barrel,202
,Amulet,236
,Blowgun Needles,447
,Basket,541
,Antitoxin,628
,Amulet,147
,Block and Tackle,42
,Antitoxin,907
,Wand,571
,Blowgun Needles,960
,Wand,42
,Spring Mistletoe,415
,Sling Bullets,615
,Emblem,410
,Yew Wand,754
,Crossbow Bolts,166
,Crystal,865
,Backpack,333
,Antitoxin,766
,Blanket,704
,Weapon,203
,Candle,202
,Emblem,458
,Ball Bearings,429
,Abacus,893
,Bedroll,907
,Emblem,588
,Spring Mistletoe,215
,Wand,470
,Yew Wand,212
,Orb,43
,Barrel,328
,Backpack,485
,Bedroll,193
,Candle,229
,Crossbow Bolts,303
,Sling Bullets,272
,Reliquary,669
,Crossbow Bolts,266
,Spring Mistletoe,143
,Ball Bearings,579
,Antitoxin,451
,Wand,164
,Staff,741
,Arrows,402
,Orb,103
,Candle,652
,Spring Mistletoe,800
,Emblem,985
,Rod,664
,Staff,538
,Blanket,294
,Abacus,584
,Armor,411
,Arrows,477
,Rod,981
,Wooden Staff,374
,Weapon,285
,Emblem,902
,Rod,674
,Armor,944
,Rod,369
